transaction_id,user_id,card_number,amount,txn_status,timestamp,ip_address,current_latitude,current_longitude,current_country
T100074,U042,4242283032023707,5000,APPROVED,2024-12-15T00:40:00Z,103.25.40.144,25.2048,55.2708,AE
T100075,U013,4201963422354037,400,APPROVED,2025-02-01T08:52:00Z,103.25.146.40,35.6895,139.6917,JP
T100076,U022,4184558821404666,400,DECLINED,2025-02-15T15:55:00Z,103.25.210.19,-33.8688,151.2093,AU
T100077,U037,4364849359031879,3000,APPROVED,2025-02-14T01:21:00Z,103.25.85.49,51.5074,-0.1278,UK
T100078,U006,4664355604898943,800,DECLINED,2025-01-21T01:18:00Z,103.25.128.250,43.6532,-79.3832,CA
T100079,U011,4654295713580010,20,APPROVED,2024-12-02T05:09:00Z,103.25.85.49,51.5074,-0.1278,UK
T100080,U020,4246962095041311,10000,DECLINED,2025-01-31T01:48:00Z,103.25.169.130,35.6895,139.6917,JP
T100081,U009,4539790670957684,3000,DECLINED,2024-12-14T23:49:00Z,103.25.221.102,-33.8688,151.2093,AU
T100082,U008,4120041677504770,7500,DECLINED,2024-12-03T07:28:00Z,103.25.199.37,51.5074,-0.1278,UK
T100083,U004,4515326900120741,50,APPROVED,2025-01-24T20:00:00Z,103.25.48.27,-33.8688,151.2093,AU
T100084,U012,4427777155944133,10000,DECLINED,2024-11-22T04:09:00Z,103.25.210.19,35.6895,139.6917,JP
T100085,U020,4246962095041311,400,APPROVED,2025-02-04T07:44:00Z,103.25.169.130,40.7128,-74.006,US
T100086,U034,4167851668553255,20,APPROVED,2025-01-03T18:21:00Z,103.25.7.237,35.6895,139.6917,JP
T100087,U019,4076757405958878,100,DECLINED,2025-02-02T09:16:00Z,103.25.48.27,1.3521,103.8198,SG
T100088,U007,4478447589560231,200,DECLINED,2025-02-14T06:44:00Z,103.25.48.27,43.6532,-79.3832,CA
T100089,U005,4053600451708255,5000,APPROVED,2024-12-22T03:35:00Z,103.25.153.222,-33.8688,151.2093,AU
T100090,U035,4360173834839976,5000,DECLINED,2024-11-26T00:47:00Z,103.25.153.222,43.6532,-79.3832,CA
T100091,U018,4813461910159710,10000,APPROVED,2024-12-16T08:18:00Z,103.25.40.144,-33.8688,151.2093,AU
T100092,U048,4205006583423736,1500,DECLINED,2024-12-27T01:31:00Z,103.25.128.250,35.6895,139.6917,JP
T100093,U033,4340687695756764,10000,DECLINED,2024-11-28T01:29:00Z,103.25.128.250,-33.8688,151.2093,AU
T100094,U032,4840776366963157,20,APPROVED,2025-01-27T03:59:00Z,103.25.54.114,40.7128,-74.006,US
T100095,U006,4664355604898943,7500,DECLINED,2024-12-31T23:22:00Z,103.25.128.250,25.2048,55.2708,AE
T100096,U043,4181966774569602,5000,APPROVED,2025-01-20T08:29:00Z,103.25.210.19,40.7128,-74.006,US
T100097,U026,4597591669186023,800,DECLINED,2025-02-14T03:45:00Z,103.25.7.237,25.2048,55.2708,AE
T100098,U045,4810476985595924,50,DECLINED,2025-01-31T14:31:00Z,103.25.54.114,51.5074,-0.1278,UK
T100099,U016,4178998680079906,5000,APPROVED,2025-01-18T21:21:00Z,103.25.210.19,25.2048,55.2708,AE
T100100,U029,4401542615062311,7500,APPROVED,2024-11-23T21:52:00Z,103.25.153.222,40.7128,-74.006,US
T100101,U038,4332810388695264,400,DECLINED,2025-02-09T22:31:00Z,103.25.153.222,40.7128,-74.006,US
T100102,U021,4539790722675550,800,DECLINED,2025-01-26T19:31:00Z,103.25.199.37,28.6139,77.209,IN
T100103,U021,4539790722675550,50,DECLINED,2024-12-21T11:02:00Z,103.25.169.130,43.6532,-79.3832,CA
T100104,U042,4242283032023707,20,DECLINED,2024-12-10T18:00:00Z,103.25.48.27,43.6532,-79.3832,CA
T100105,U001,4175959888374840,10000,APPROVED,2024-11-20T12:54:00Z,103.25.210.19,-33.8688,151.2093,AU
T100106,U039,4815501079858765,800,APPROVED,2024-11-28T21:33:00Z,103.25.5.217,35.6895,139.6917,JP
T100107,U001,4175959888374840,5000,DECLINED,2024-11-21T10:01:00Z,103.25.69.8,1.3521,103.8198,SG
T100108,U040,4550390080534426,5000,DECLINED,2025-01-12T18:01:00Z,103.25.128.250,1.3521,103.8198,SG
T100109,U011,4654295713580010,800,DECLINED,2024-11-24T05:02:00Z,103.25.40.144,25.2048,55.2708,AE
T100110,U030,4052153612497166,1500,DECLINED,2024-11-30T06:23:00Z,103.25.119.180,43.6532,-79.3832,CA
T100111,U004,4515326900120741,200,APPROVED,2024-11-20T13:20:00Z,103.25.40.144,40.7128,-74.006,US
T100112,U013,4201963422354037,50,DECLINED,2024-12-28T03:20:00Z,103.25.128.250,51.5074,-0.1278,UK
T100113,U001,4175959888374840,3000,DECLINED,2024-11-26T08:06:00Z,103.25.48.27,25.2048,55.2708,AE
T100114,U009,4539790670957684,200,APPROVED,2024-12-18T08:43:00Z,103.25.210.19,43.6532,-79.3832,CA
T100115,U022,4184558821404666,200,APPROVED,2025-01-15T11:08:00Z,103.25.7.237,28.6139,77.209,IN
T100116,U008,4120041677504770,20,APPROVED,2024-11-29T15:16:00Z,103.25.221.102,-33.8688,151.2093,AU
T100117,U022,4184558821404666,10000,DECLINED,2025-02-11T21:42:00Z,103.25.85.49,-33.8688,151.2093,AU
T100118,U029,4401542615062311,400,APPROVED,2025-01-08T10:16:00Z,103.25.210.19,35.6895,139.6917,JP
T100119,U043,4181966774569602,3000,DECLINED,2025-01-21T17:34:00Z,103.25.146.40,-33.8688,151.2093,AU
T100120,U012,4427777155944133,200,DECLINED,2025-01-28T14:08:00Z,103.25.69.8,35.6895,139.6917,JP
T100121,U003,4366733370117217,100,DECLINED,2024-12-28T01:09:00Z,103.25.169.130,1.3521,103.8198,SG
T100122,U011,4654295713580010,400,APPROVED,2025-02-14T22:58:00Z,103.25.69.8,28.6139,77.209,IN
T100123,U038,4332810388695264,50,APPROVED,2024-12-07T10:35:00Z,103.25.199.37,43.6532,-79.3832,CA
T100124,U041,4697537059781160,800,DECLINED,2025-01-10T09:45:00Z,103.25.5.217,43.6532,-79.3832,CA
T100125,U012,4427777155944133,20,DECLINED,2024-12-31T13:25:00Z,103.25.54.114,-33.8688,151.2093,AU
T100126,U007,4478447589560231,800,DECLINED,2024-12-02T08:16:00Z,103.25.54.114,40.7128,-74.006,US
T100127,U011,4654295713580010,100,APPROVED,2024-11-24T01:44:00Z,103.25.5.217,43.6532,-79.3832,CA
T100128,U008,4120041677504770,10000,APPROVED,2024-11-21T19:36:00Z,103.25.85.49,51.5074,-0.1278,UK
T100129,U029,4401542615062311,100,APPROVED,2024-12-14T07:13:00Z,103.25.169.130,25.2048,55.2708,AE
T100130,U014,4610176326755020,200,DECLINED,2025-02-12T04:19:00Z,103.25.153.222,43.6532,-79.3832,CA
T100131,U005,4053600451708255,100,APPROVED,2024-11-26T02:09:00Z,103.25.153.222,25.2048,55.2708,AE
T100132,U036,4051935252595755,200,APPROVED,2024-12-18T10:08:00Z,103.25.153.222,-33.8688,151.2093,AU
T100133,U043,4181966774569602,1500,DECLINED,2024-12-06T21:08:00Z,103.25.153.222,51.5074,-0.1278,UK
T100134,U003,4366733370117217,10000,APPROVED,2025-01-12T13:23:00Z,103.25.199.37,-33.8688,151.2093,AU
T100135,U006,4664355604898943,800,APPROVED,2025-01-23T02:00:00Z,103.25.69.8,1.3521,103.8198,SG
T100136,U032,4840776366963157,50,DECLINED,2025-01-10T09:08:00Z,103.25.54.114,40.7128,-74.006,US
T100137,U012,4427777155944133,50,APPROVED,2024-11-20T10:05:00Z,103.25.146.40,43.6532,-79.3832,CA
T100138,U022,4184558821404666,7500,APPROVED,2024-12-19T21:07:00Z,103.25.169.130,43.6532,-79.3832,CA
T100139,U019,4076757405958878,7500,DECLINED,2024-11-26T01:47:00Z,103.25.210.19,43.6532,-79.3832,CA
T100140,U013,4201963422354037,7500,DECLINED,2025-01-01T23:18:00Z,103.25.69.8,1.3521,103.8198,SG
T100141,U006,4664355604898943,20,DECLINED,2025-02-15T04:16:00Z,103.25.146.40,-33.8688,151.2093,AU
T100142,U049,4590944761272304,20,APPROVED,2025-02-04T15:31:00Z,103.25.153.222,28.6139,77.209,IN
T100143,U004,4515326900120741,400,APPROVED,2024-12-01T10:58:00Z,103.25.169.130,35.6895,139.6917,JP
T100144,U012,4427777155944133,1500,APPROVED,2025-01-03T02:55:00Z,103.25.210.19,43.6532,-79.3832,CA
T100145,U038,4332810388695264,400,DECLINED,2024-11-20T21:48:00Z,103.25.128.250,43.6532,-79.3832,CA
T100146,U001,4175959888374840,50,APPROVED,2025-02-10T06:35:00Z,103.25.153.222,51.5074,-0.1278,UK
T100147,U022,4184558821404666,5000,DECLINED,2025-01-28T01:29:00Z,103.25.221.102,1.3521,103.8198,SG
T100148,U005,4053600451708255,5000,DECLINED,2024-12-04T08:48:00Z,103.25.5.217,-33.8688,151.2093,AU
T100149,U047,4819022541148375,50,APPROVED,2024-12-11T03:08:00Z,103.25.40.144,25.2048,55.2708,AE
T100150,U037,4364849359031879,5000,APPROVED,2025-01-03T01:45:00Z,103.25.153.222,51.5074,-0.1278,UK
T100151,U039,4815501079858765,100,APPROVED,2025-01-11T20:33:00Z,103.25.210.19,51.5074,-0.1278,UK
T100152,U002,4488447292387101,20,APPROVED,2024-12-31T22:25:00Z,103.25.199.37,28.6139,77.209,IN
T100153,U019,4076757405958878,1500,APPROVED,2024-12-08T01:14:00Z,103.25.40.144,40.7128,-74.006,US
T100154,U027,4798440738947356,20,APPROVED,2025-01-14T05:51:00Z,103.25.7.237,35.6895,139.6917,JP
T100155,U018,4813461910159710,50,DECLINED,2025-01-30T21:25:00Z,103.25.54.114,40.7128,-74.006,US
T100156,U022,4184558821404666,20,DECLINED,2024-12-08T15:25:00Z,103.25.48.27,51.5074,-0.1278,UK
T100157,U009,4539790670957684,3000,APPROVED,2024-12-24T17:59:00Z,103.25.221.102,-33.8688,151.2093,AU
T100158,U017,4968872379444174,3000,APPROVED,2024-12-12T02:47:00Z,103.25.128.250,43.6532,-79.3832,CA
T100159,U031,4506132098000719,7500,DECLINED,2024-12-03T11:28:00Z,103.25.48.27,51.5074,-0.1278,UK
T100160,U030,4052153612497166,200,APPROVED,2025-01-29T15:19:00Z,103.25.199.37,43.6532,-79.3832,CA
T100161,U032,4840776366963157,20,DECLINED,2025-01-12T11:36:00Z,103.25.221.102,-33.8688,151.2093,AU
T100162,U005,4053600451708255,20,DECLINED,2024-12-17T15:27:00Z,103.25.128.250,40.7128,-74.006,US
T100163,U024,4548650786649554,7500,APPROVED,2025-01-10T07:37:00Z,103.25.119.180,1.3521,103.8198,SG
T100164,U031,4506132098000719,400,APPROVED,2024-12-03T04:20:00Z,103.25.48.27,43.6532,-79.3832,CA
T100165,U013,4201963422354037,20,DECLINED,2025-02-01T19:46:00Z,103.25.85.49,43.6532,-79.3832,CA
T100166,U010,4019215168167574,50,DECLINED,2025-01-30T11:35:00Z,103.25.7.237,25.2048,55.2708,AE
T100167,U050,4670568901956800,800,APPROVED,2024-12-11T16:05:00Z,103.25.119.180,40.7128,-74.006,US
T100168,U034,4167851668553255,50,APPROVED,2025-01-08T22:21:00Z,103.25.199.37,-33.8688,151.2093,AU
T100169,U031,4506132098000719,1500,DECLINED,2024-11-24T15:27:00Z,103.25.210.19,25.2048,55.2708,AE
T100170,U023,4014557409669569,400,APPROVED,2024-12-17T12:59:00Z,103.25.40.144,25.2048,55.2708,AE
T100171,U038,4332810388695264,50,DECLINED,2024-12-20T09:12:00Z,103.25.146.40,1.3521,103.8198,SG
T100172,U042,4242283032023707,20,APPROVED,2025-01-23T23:10:00Z,103.25.85.49,1.3521,103.8198,SG
T100173,U037,4364849359031879,7500,DECLINED,2025-01-25T03:17:00Z,103.25.5.217,51.5074,-0.1278,UK
T100174,U040,4550390080534426,200,DECLINED,2024-12-16T17:26:00Z,103.25.54.114,-33.8688,151.2093,AU
T100175,U039,4815501079858765,1500,DECLINED,2024-11-25T16:21:00Z,103.25.7.237,1.3521,103.8198,SG
T100176,U031,4506132098000719,100,DECLINED,2025-01-28T16:03:00Z,103.25.54.114,1.3521,103.8198,SG
T100177,U027,4798440738947356,1500,APPROVED,2025-01-21T08:48:00Z,103.25.69.8,51.5074,-0.1278,UK
T100178,U029,4401542615062311,400,DECLINED,2024-12-08T12:52:00Z,103.25.199.37,35.6895,139.6917,JP
T100179,U047,4819022541148375,400,DECLINED,2025-02-09T12:24:00Z,103.25.210.19,35.6895,139.6917,JP
T100180,U029,4401542615062311,400,APPROVED,2024-11-25T15:55:00Z,103.25.5.217,51.5074,-0.1278,UK
T100181,U033,4340687695756764,100,DECLINED,2025-01-06T00:05:00Z,103.25.221.102,51.5074,-0.1278,UK
T100182,U015,4475012425495794,200,DECLINED,2024-12-07T20:12:00Z,103.25.153.222,28.6139,77.209,IN
T100183,U031,4506132098000719,100,APPROVED,2025-01-11T09:21:00Z,103.25.199.37,25.2048,55.2708,AE
T100184,U009,4539790670957684,20,APPROVED,2024-11-20T14:24:00Z,103.25.210.19,40.7128,-74.006,US
T100185,U016,4178998680079906,10000,DECLINED,2025-02-06T03:47:00Z,103.25.128.250,28.6139,77.209,IN
T100186,U038,4332810388695264,5000,APPROVED,2025-01-25T21:27:00Z,103.25.221.102,35.6895,139.6917,JP
T100187,U013,4201963422354037,100,DECLINED,2024-11-26T12:09:00Z,103.25.210.19,25.2048,55.2708,AE
T100188,U006,4664355604898943,5000,APPROVED,2024-12-15T07:36:00Z,103.25.128.250,51.5074,-0.1278,UK
T100189,U010,4019215168167574,400,APPROVED,2025-01-17T11:28:00Z,103.25.146.40,-33.8688,151.2093,AU
T100190,U030,4052153612497166,20,APPROVED,2025-02-08T11:03:00Z,103.25.169.130,43.6532,-79.3832,CA
T100191,U030,4052153612497166,800,DECLINED,2025-01-18T08:35:00Z,103.25.210.19,1.3521,103.8198,SG
T100192,U018,4813461910159710,200,APPROVED,2025-02-14T01:03:00Z,103.25.210.19,25.2048,55.2708,AE
T100193,U043,4181966774569602,200,DECLINED,2025-01-26T21:07:00Z,103.25.146.40,51.5074,-0.1278,UK
T100194,U018,4813461910159710,50,APPROVED,2024-12-15T20:19:00Z,103.25.5.217,1.3521,103.8198,SG
T100195,U050,4670568901956800,100,APPROVED,2025-02-13T14:48:00Z,103.25.7.237,43.6532,-79.3832,CA
T100196,U022,4184558821404666,1500,DECLINED,2024-11-29T05:35:00Z,103.25.221.102,25.2048,55.2708,AE
T100197,U026,4597591669186023,5000,DECLINED,2025-02-01T07:31:00Z,103.25.54.114,1.3521,103.8198,SG
T100198,U036,4051935252595755,3000,DECLINED,2024-11-20T11:05:00Z,103.25.85.49,51.5074,-0.1278,UK
T100199,U027,4798440738947356,800,DECLINED,2024-12-21T23:08:00Z,103.25.153.222,28.6139,77.209,IN
T100200,U025,4377140791788260,3000,DECLINED,2024-11-24T07:06:00Z,103.25.169.130,43.6532,-79.3832,CA
T100201,U044,4295998851325494,3000,APPROVED,2024-12-20T04:29:00Z,103.25.40.144,25.2048,55.2708,AE
T100202,U023,4014557409669569,10000,DECLINED,2024-12-31T17:24:00Z,103.25.146.40,28.6139,77.209,IN
T100203,U045,4810476985595924,100,DECLINED,2025-01-30T11:00:00Z,103.25.54.114,40.7128,-74.006,US
T100204,U022,4184558821404666,3000,DECLINED,2024-12-29T23:33:00Z,103.25.210.19,25.2048,55.2708,AE
T100205,U016,4178998680079906,3000,APPROVED,2024-12-26T21:15:00Z,103.25.5.217,-33.8688,151.2093,AU
T100206,U005,4053600451708255,50,DECLINED,2025-02-15T03:24:00Z,103.25.153.222,25.2048,55.2708,AE
T100207,U033,4340687695756764,400,APPROVED,2025-02-16T11:48:00Z,103.25.119.180,28.6139,77.209,IN
T100208,U024,4548650786649554,1500,DECLINED,2025-02-11T13:05:00Z,103.25.146.40,28.6139,77.209,IN
T100209,U022,4184558821404666,1500,APPROVED,2025-02-01T06:39:00Z,103.25.40.144,40.7128,-74.006,US
T100210,U008,4120041677504770,10000,DECLINED,2024-12-21T12:34:00Z,103.25.54.114,35.6895,139.6917,JP
T100211,U027,4798440738947356,200,DECLINED,2025-02-06T01:48:00Z,103.25.153.222,28.6139,77.209,IN
T100212,U032,4840776366963157,200,DECLINED,2024-12-08T21:48:00Z,103.25.119.180,1.3521,103.8198,SG
T100213,U001,4175959888374840,3000,DECLINED,2024-11-20T23:34:00Z,103.25.128.250,28.6139,77.209,IN
T100214,U010,4019215168167574,1500,APPROVED,2024-12-31T23:11:00Z,103.25.146.40,51.5074,-0.1278,UK
T100215,U035,4360173834839976,3000,APPROVED,2024-12-09T19:10:00Z,103.25.146.40,35.6895,139.6917,JP
T100216,U026,4597591669186023,200,APPROVED,2025-01-11T19:24:00Z,103.25.199.37,28.6139,77.209,IN
T100217,U042,4242283032023707,100,DECLINED,2024-11-27T09:50:00Z,103.25.210.19,28.6139,77.209,IN
T100218,U001,4175959888374840,7500,DECLINED,2024-12-06T19:55:00Z,103.25.210.19,1.3521,103.8198,SG
T100219,U034,4167851668553255,7500,DECLINED,2024-12-28T10:09:00Z,103.25.146.40,51.5074,-0.1278,UK
T100220,U050,4670568901956800,400,APPROVED,2025-01-24T12:26:00Z,103.25.128.250,28.6139,77.209,IN
T100221,U015,4475012425495794,20,DECLINED,2024-12-30T22:49:00Z,103.25.40.144,35.6895,139.6917,JP
T100222,U001,4175959888374840,20,APPROVED,2025-02-01T12:29:00Z,103.25.199.37,35.6895,139.6917,JP
T100223,U038,4332810388695264,1500,DECLINED,2024-11-23T02:29:00Z,103.25.40.144,28.6139,77.209,IN
T100224,U010,4019215168167574,20,DECLINED,2024-12-12T22:43:00Z,103.25.128.250,1.3521,103.8198,SG
T100225,U044,4295998851325494,200,DECLINED,2024-12-08T22:03:00Z,103.25.48.27,40.7128,-74.006,US
T100226,U002,4488447292387101,1500,APPROVED,2024-12-21T10:54:00Z,103.25.128.250,43.6532,-79.3832,CA
T100227,U004,4515326900120741,7500,DECLINED,2025-02-12T00:22:00Z,103.25.85.49,35.6895,139.6917,JP
T100228,U011,4654295713580010,1500,APPROVED,2024-11-29T22:41:00Z,103.25.153.222,51.5074,-0.1278,UK
T100229,U050,4670568901956800,1500,DECLINED,2024-11-21T22:08:00Z,103.25.54.114,51.5074,-0.1278,UK
T100230,U009,4539790670957684,1500,APPROVED,2025-01-23T02:44:00Z,103.25.169.130,51.5074,-0.1278,UK
T100231,U044,4295998851325494,3000,DECLINED,2025-02-12T19:13:00Z,103.25.221.102,1.3521,103.8198,SG
T100232,U013,4201963422354037,10000,APPROVED,2025-02-06T08:43:00Z,103.25.119.180,28.6139,77.209,IN
T100233,U001,4175959888374840,5000,APPROVED,2024-12-03T09:05:00Z,103.25.48.27,40.7128,-74.006,US
T100234,U045,4810476985595924,10000,DECLINED,2025-02-03T05:48:00Z,103.25.146.40,51.5074,-0.1278,UK
T100235,U018,4813461910159710,800,APPROVED,2024-12-22T10:57:00Z,103.25.119.180,28.6139,77.209,IN
T100236,U015,4475012425495794,1500,APPROVED,2024-12-21T23:19:00Z,103.25.5.217,25.2048,55.2708,AE
